investor_id,n_sip,avg_gap_days,max_gap_days,total_sip_amt,avg_sip_amt,continuity_status
INV004880,3,104.0,155,10382,3460.67,at-risk
INV004881,2,489.0,489,12648,6324.0,at-risk
INV004884,3,255.5,453,8024,2674.67,at-risk
INV004889,2,36.0,36,11693,5846.5,regular
INV004891,5,91.2,145,35124,7024.8,at-risk
INV004892,2,327.0,327,10602,5301.0,at-risk
INV004908,3,289.5,578,20451,6817.0,at-risk
INV004910,4,172.0,330,30756,7689.0,at-risk
INV004911,3,148.5,180,15594,5198.0,at-risk
INV004912,2,333.0,333,8278,4139.0,at-risk
INV004913,3,91.5,150,34601,11533.67,at-risk
INV004914,3,60.0,93,18161,6053.67,regular
INV004915,2,220.0,220,37393,18696.5,at-risk
INV004916,2,120.0,120,24683,12341.5,at-risk
INV004917,3,331.0,358,44420,14806.67,at-risk
INV004918,3,227.0,424,11494,3831.33,at-risk
INV004922,2,93.0,93,14398,7199.0,at-risk
INV004924,4,81.7,118,85466,21366.5,regular
INV004925,3,228.0,241,10705,3568.33,at-risk
INV004926,2,60.0,60,70844,35422.0,regular
INV004931,2,23.0,23,2155,1077.5,regular
INV004932,2,331.0,331,18639,9319.5,at-risk
INV004933,2,181.0,181,44616,22308.0,at-risk
INV004939,2,250.0,250,70005,35002.5,at-risk
INV004943,3,257.5,335,31631,10543.67,at-risk
INV004947,3,94.5,184,47228,15742.67,at-risk
INV004950,3,259.5,337,60328,20109.33,at-risk
INV004956,3,211.5,357,24453,8151.0,at-risk
INV004958,3,104.5,152,123838,41279.33,at-risk
INV004959,3,101.5,176,23619,7873.0,at-risk
INV004962,3,271.5,485,26758,8919.33,at-risk
INV004963,2,7.0,7,8584,4292.0,regular
INV004967,2,447.0,447,11137,5568.5,at-risk
INV004969,2,34.0,34,68839,34419.5,regular
INV004970,3,255.0,453,36579,12193.0,at-risk
INV004972,2,547.0,547,10676,5338.0,at-risk
INV004973,2,184.0,184,4426,2213.0,at-risk
INV004974,3,166.5,243,34547,11515.67,at-risk
INV004981,2,6.0,6,11003,5501.5,regular
INV004982,4,202.0,335,20213,5053.25,at-risk
INV004983,2,32.0,32,62573,31286.5,regular
INV004987,4,59.0,122,52783,13195.75,regular
INV004990,2,269.0,269,10278,5139.0,at-risk
INV004992,3,230.5,338,13387,4462.33,at-risk
INV004993,2,482.0,482,3479,1739.5,at-risk
INV004994,3,285.5,571,13566,4522.0,at-risk
INV004995,2,357.0,357,14575,7287.5,at-risk
INV004996,3,212.5,236,65174,21724.67,at-risk
INV004997,2,451.0,451,43562,21781.0,at-risk
